Title,Abstract,Authors,Journal,Year,PMID,PMC,DOI,pubmed_url,pmc_url,ClaudiaIsRelated,ClaudiaStrategy,ClaudiaPopulation,ClaudiaOutcome,OpenAIIsRelated,OpenAIStrategy,OpenAIPopulation,OpenAIOutcome
A Program Director Survey of the Clinical Base Year in Anesthesiology Residency Programs.,"To maintain compliance with the current shift towards competency-based milestone assessment in graduate medical education, residency training programs must reflect this emphasis in their curricula starting with the intern year of training.1 In working towards collaborative efforts in curricular development between Accreditation Council for Graduate Medical Education (ACGME) anesthesiology residency programs, understanding the structure and design of the clinical base year for anesthesiology residency programs nationwide will serve as a valuable initial step. Anonymous online surveys were sent to anesthesiology residency program directors to collect data regarding their program's anesthesiology clinical base year (CBY) required, elective, and novel rotations. The survey was also designed to characterize the educational resources provided by the department, changes in the design of the clinical base year, and the feedback received from interns or other rotation department heads. Thirty-nine out of 130 US anesthesiology residency program directors responded (30%). The majority of respondents (87%) provide an in-house categorical intern CBY with a majority of those (94%) including a month dedicated to anesthesiology, during which some form of mentorship by anesthesiology faculty or senior house staff was provided. The majority of respondents with anesthesiology exposure stated that they provide educational resources such as textbook materials (82%) or simulation sessions (89%) to their residents. With the evolution of the role of the anesthesiologist, advancements in biotechnology, and newly created board examinations, it is imperative that the CBY prepares rising anesthesiology residents to meet these demands. Results from this survey study can serve as the initial step in improving the clinical base year structure for anesthesiology residents nationally. Collaborative efforts can be undertaken to better incorporate clinical competency, feedback mechanisms, and educational tools through the collection of experiential evidence of successful strategies as well as challenges faced by program directors nationwide.","Streiff Agathe, Orlando Barbara, Mahoney Bryan",The journal of education in perioperative medicine : JEPM,2018.0,29928666,PMC5993005,,https://pubmed.ncbi.nlm.nih.gov/29928666,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5993005,True,"Mentorship by anesthesiology faculty or senior house staff during a dedicated anesthesiology month in the clinical base year, with educational resources including textbook materials and simulation sessions",Anesthesiology interns/residents in their clinical base year,"Better preparation of rising anesthesiology residents through improved clinical base year structure incorporating clinical competency, feedback mechanisms, and educational tools",True,The onboarding strategy includes a month dedicated to anesthesiology with mentorship by anesthesiology faculty or senior house staff. Educational resources such as textbook materials and simulation sessions are also provided.,Anesthesiology residency program directors and anesthesiology residents,"Improvement in the clinical base year structure for anesthesiology residents nationally. Better incorporation of clinical competency, feedback mechanisms, and educational tools."
Are Short Subspecialty Courses the Educational Answer?,"There is an urgent need to train more anesthesia providers in low- and middle-income countries (LMICs). There is also a need to provide more educational opportunities in subspecialty areas of anesthetic practice such as trauma management, pain management, obstetric anesthesia, and pediatric anesthesia. Together, these subspecialty areas make up a large proportion of the clinical workload in LMICs. In these countries, the quality of education may be variable, there may be few teachers, and opportunities for continued learning and mentorship are rare. Short subspecialty courses such as Primary Trauma Care, Essential Pain Management, Safer Anaesthesia From Education-Obstetric Anaesthesia, and Safer Anaesthesia From Education-Paediatric Anaesthesia have been developed to help fill this need. They have the potential for immediate impact by providing an opportunity for continuing professional development and relevant subspecialty training. These courses are all short (1-3 days), are presented as an off-the-shelf package, and include a teach-the-teacher component. They use a variety of interactive teaching techniques and are designed to be adaptable and responsive to local needs. There is an emphasis on local ownership of the educational process that helps to promote sustainability. After an initial financial outlay to purchase equipment, the costs are relatively low. Short subspecialty courses appear to be part of the educational answer in LMICs, but there is a need for research to validate their role.","Evans Faye M, Duarte Juan C, Haylock Loor Carolina, Morriss Wayne",Anesthesia and analgesia,2018.0,29547425,,10.1213/ANE.0000000000002664,https://pubmed.ncbi.nlm.nih.gov/29547425,,True,"Short subspecialty courses (1-3 days) with teach-the-teacher components, using interactive teaching techniques and adaptable to local needs","Anesthesia providers in low- and middle-income countries (LMICs) needing subspecialty training in trauma management, pain management, obstetric anesthesia, and pediatric anesthesia","Immediate impact on continuing professional development, relevant subspecialty training, local ownership of educational process, and sustainability of anesthesia education",True,"Short subspecialty courses such as Primary Trauma Care, Essential Pain Management, Safer Anaesthesia From Education-Obstetric Anaesthesia, and Safer Anaesthesia From Education-Paediatric Anaesthesia. These courses are all short (1-3 days), are presented as an off-the-shelf package, and include a teach-the-teacher component. They use a variety of interactive teaching techniques and are designed to be adaptable and responsive to local needs.",Anesthesia providers in low- and middle-income countries (LMICs),Immediate impact by providing an opportunity for continuing professional development and relevant subspecialty training. Emphasis on local ownership of the educational process that helps to promote sustainability.
The role of feedback in ameliorating burnout.,"Assessment of the current literature surrounding interventions directed toward the prevention of burnout in the field of medicine and particularly in anesthesiology. Recently, burnout has been noted to lead to medication errors and subsequently increased harm to our patients. On a personal level, burnout can lead to depression and even suicide amongst physicians. Strategies to prevent burnout amongst anesthesiologists that have been studied in the literature include multisource feedback, mentorship and early recognition. There remains no clear or definitive intervention to prevent burnout for physicians. However, changing our environment to embrace mentorship, the continual exchange of feedback and the fostering self-care could startlingly improve our work environment.","Gordon Emily K, Baranov Dimitry Y, Fleisher Lee A",Current opinion in anaesthesiology,2018.0,29461263,,10.1097/ACO.0000000000000583,https://pubmed.ncbi.nlm.nih.gov/29461263,,True,mentorship and multisource feedback,anesthesiologists,"prevention of burnout, improved work environment, reduction in medication errors",True,"multisource feedback, mentorship and early recognition",anesthesiologists,"prevention of burnout, improvement of work environment"
Safe Surgery for All: Early Lessons from Implementing a National Government-Driven Surgical Plan in Ethiopia.,"Recognizing the unmet need for surgical care in Ethiopia, the Federal Ministry of Health (FMOH) has pioneered innovative methodologies for surgical system development with Saving Lives through Safe Surgery (SaLTS). SaLTS is a national flagship initiative designed to improve access to safe, essential and emergency surgical and anaesthesia care across all levels of the healthcare system. Sustained commitment from the FMOH and their recruitment of implementing partners has led to notable accomplishments across the breadth of the surgical system, including but not limited to: (1) Leadership, management and governance-a nationally scaled surgical leadership and mentorship programme, (2) Infrastructure-operating room construction and oxygen delivery plan, (3) Supplies and logistics-a national essential surgical procedure and equipment list, (4) Human resource development-a Surgical Workforce Expansion Plan and Anaesthesia National Roadmap, (5) Advocacy and partnership-strong FMOH partnership with international organizations, including GE Foundation's SafeSurgery2020 initiative, (6) Innovation-facility-driven identification of problems and solutions, (7) Quality of surgical and anaesthesia care service delivery-a national peri-operative guideline and WHO Surgical Safety Checklist implementation, and (8) Monitoring and evaluation-a comprehensive plan for short-term and long-term assessment of surgical quality and capacity. As Ethiopia progresses with its commitment to prioritize surgery within its Health Sector Transformation Plan, disseminating the process and outcomes of the SaLTS initiative will inform other countries on successful national implementation strategies. The following article describes the process by which the Ethiopian FMOH established surgical system reform and the preliminary results of implementation across these eight pillars.","Burssa Daniel, Teshome Atlibachew, Iverson Katherine, Ahearn Olivia, Ashengo Tigistu, Barash David, Barringer Erin, Citron Isabelle, Garringer Kaya, McKitrick Victoria, Meara John, Mengistu Abraham, Mukhopadhyay Swagoto, Reynolds Cheri, Shrime Mark, Varghese Asha, Esseye Samson, Bekele Abebe",World journal of surgery,2017.0,29030677,,10.1007/s00268-017-4271-5,https://pubmed.ncbi.nlm.nih.gov/29030677,,True,National surgical leadership and mentorship programme,Surgical and anesthesia providers in Ethiopia,"Improved access to safe, essential and emergency surgical and anaesthesia care across all levels of the healthcare system",True,"Surgical leadership and mentorship programme, Surgical Workforce Expansion Plan and Anaesthesia National Roadmap","Healthcare system in Ethiopia, specifically surgical and anaesthesia care","Improved access to safe, essential and emergency surgical and anaesthesia care across all levels of the healthcare system"
Career Development Guidance and Mentorship during Anesthesia Residency Training: An Internet Survey.,"We conducted a survey of Anesthesiology residency programs in the United States to identify current practice regarding mentorship and teaching of topics related to career development. Program directors for all currently accredited Anesthesiology residency programs (N=129 as of April 2016) were contacted by e-mail and invited to complete a short internet survey. Two follow-up e-mails were sent at one-week intervals to those who had not yet responded. 59 program directors responded, yielding 53 complete responses, for an adjusted response rate of 41.1%. Program and practice management type (university versus other, hospital versus private) were not strongly associated with presence of a career development curriculum (CDC). In general, larger residency programs (30 or more residents) and university-based programs were more likely to provide lectures on specific CDC topics. Whether residency program directors agreed or disagreed with the premise that instruction should be provided on other topics besides anesthesia, was unrelated to the presence of CDC in their programs. The results of this survey demonstrate that the establishment of a mentorship program (even a rudimentary one) may be the first step in creating a CDC. Apart from having a CDC program already in place, the strongest predictor of CDC content was the size of the residency program. Though there are training programs that openly stated on our survey that they do not have a CDC in place, some of these programs still provided lectures on one or more of the topics surveyed.","Gupta Ruchir, Reinsel Ruth",The journal of education in perioperative medicine : JEPM,2017.0,28884135,PMC5581964,,https://pubmed.ncbi.nlm.nih.gov/28884135,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5581964,True,Mentorship programs and career development curriculum (CDC) for anesthesiology residents,Anesthesiology residents in training programs in the United States,Better career development guidance and preparation for anesthesiology residents,True,Establishment of a mentorship program and career development curriculum,Anesthesiology residency programs in the United States,"Provision of lectures on specific career development topics, especially in larger and university-based programs"
Junior faculty core curriculum to enhance faculty development.,"Senior Instructors and Assistant Professors in their first academic appointment may not have all the tools for an efficient start to their careers. Although many institutions provide access to mentoring programs and seminars on faculty development, the timing and format of the offerings often conflict with ongoing responsibilities of the faculty, particularly clinical faculty. We established a collaboration between the Clinical and Translational Science Institute (CTSI) and the University of Rochester Medical Center Office for Faculty Development with the goal of developing a week-long Junior Faculty Core Curriculum that would better suit faculty schedules. We convened focus groups and with their help, identified themes for inclusion in the course. Speakers were identified from among local senior faculty. University leadership was enlisted in promoting the course. Individual speakers and course content were evaluated daily, at the end of the week-long course, and 6 months later. Planning for subsequent years incorporated the feedback. Yearly evaluations and subsequent course modification continued. Junior faculty from nearly every department in the Medical Center were represented. There was high learner satisfaction and participation however several limitations were identified and addressed in subsequent years. The focus on principles and available resources, not specific skills or content was appropriate. Daily interactions among participants from a wide variety of departments fostered networking among faculty who may not otherwise have met and discussed common interests. The ultimate value of such an early, intensive faculty development program will depend on whether it equips junior faculty to organize, develop, and achieve their academic goals better than alternative formats. This will require further study.","Guillet Ronnie, Holloway Robert G, Gross Robert A, Libby Katie, Shapiro Janine R",Journal of clinical and translational science,2017.0,28649448,PMC5471817,10.1017/cts.2016.29,https://pubmed.ncbi.nlm.nih.gov/28649448,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5471817,True,Week-long Junior Faculty Core Curriculum with daily sessions covering faculty development themes,Junior faculty (Senior Instructors and Assistant Professors) in their first academic appointment,"Better equipped faculty to organize, develop, and achieve academic goals; enhanced networking among faculty from different departments",True,"A week-long Junior Faculty Core Curriculum that suits faculty schedules, with focus on principles and available resources, not specific skills or content. The course includes daily interactions among participants from a wide variety of departments for networking.",Senior Instructors and Assistant Professors in their first academic appointment,"Equipping junior faculty to organize, develop, and achieve their academic goals better than alternative formats"
Preliminary study of a teaching model for ultrasound-guided peripheral nerve blockade and effects on the learning curve in veterinary anesthesia residents.,"To evaluate the use of an experimental colloid model for teaching veterinary anesthesia residents ultrasound-guided technique for nerve blockade. Prospective, blinded and randomized. Colloid models were constructed for practice in ultrasound-guided needle location. Nine veterinary anesthesia residents with no prior experience of ultrasound-guided technique for nerve blocks were randomly divided into three groups. Each group received theoretical orientation. Two groups were assigned to practical training using the experimental model: group 1 (G1) received 2 hours of training and group 2 (G2) received 1 hour of training prior to testing with specific tasks. Group 3 (G3) received no practical training. During testing, the time required for task completion (e.g., display of structures and positioning a needle) and the number of failures were recorded. The average times to completion of the tasks and the number of technical failures were: G1, 47 seconds and 1 failure; G2, 68 seconds and 2 failures; G3, 187 seconds and 7 failures. In residents with no prior experience of ultrasound-guided needle placement, using an experimental colloid model and a longer training period was associated with increased accuracy and decreased time to task completion. Based on the results of this study, training with an experimental model can be recommended to improve the speed and accuracy of needle manipulation using ultrasound in clinicians with no prior experience of ultrasound-guided technique.","da Silva Luciano C B A, Sellera Fábio P, Gargano Ronaldo G, Rossetto Thais C, Gomes Giancarlo B, Miyahira Fabiano T, Futema Fábio, Cortopassi Silvia R G",Veterinary anaesthesia and analgesia,2017.0,28262499,,10.1016/j.vaa.2016.08.004,https://pubmed.ncbi.nlm.nih.gov/28262499,,True,Training with an experimental colloid model for ultrasound-guided peripheral nerve blockade technique,Veterinary anesthesia residents with no prior experience of ultrasound-guided technique for nerve blocks,Improved speed and accuracy of needle manipulation using ultrasound,True,Use of an experimental colloid model for teaching ultrasound-guided technique for nerve blockade. Theoretical orientation and practical training were provided.,Veterinary anesthesia residents with no prior experience of ultrasound-guided technique for nerve blocks,Increased accuracy and decreased time to task completion in ultrasound-guided needle placement
Mentorship in anesthesia: a survey of perspectives among Canadian anesthesia residents.,"Mentorship is important for professional and academic growth; however, the role of mentorship in anesthesia is still being defined. We surveyed Canadian anesthesia residents to explore their perceptions of mentorship relationships. We administered a 20-item cross-sectional survey to program directors and anesthesia residents in all Canadian departments of anesthesia. Program directors were asked about their mentorship programs, and residents were asked about their perceptions of benefits and barriers to effective mentoring. Sixteen of 17 (94%) program directors and 189 of 585 (32%) anesthesia residents responded to our survey. While 143 of 180 (79%) residents agreed that mentorship was beneficial to overall success as an anesthesiologist, only 11 of 16 (69%) program directors reported formal mentorship as part of their residency program, and only 119 of 189 (63%) residents reported access to a mentor. Barriers reported by residents included insufficient time with mentors, lack of formalized meeting times and objectives, mentor-mentee incompatibility (personal or professional), and lack of resident choice in mentor selection. Our study confirms that, despite positive perceptions among residents, mentorship remains underutilized in anesthesia programs. We identify barriers to effective mentorship, including the need to consider resident choice as a means to improve formal anesthesia mentorship programs.","Ergun Suzan, Busse Jason W, Wong Anne",Canadian journal of anaesthesia = Journal canadien d'anesthesie,2017.0,28092066,,10.1007/s12630-017-0816-1,https://pubmed.ncbi.nlm.nih.gov/28092066,,True,formal mentorship programs in anesthesia residency,Canadian anesthesia residents,"improved professional and academic growth, overall success as an anesthesiologist",True,Mentorship programs,Canadian anesthesia residents,"Improved success as an anesthesiologist, overcoming barriers such as insufficient time with mentors, lack of formalized meeting times and objectives, mentor-mentee incompatibility, and lack of resident choice in mentor selection"
A qualitative exploration of anesthesia trainees' experiences during transition to a children's hospital.,"The stresses of starting a new job can make anyone feel tired and inefficient. In health care, this may impair the ability to learn at a time when there is most to learn, and increase the risk of error in a context where errors may lead to patient harm. The aim of this study was to understand issues which influence anesthesia trainees' transition to a pediatric setting. This qualitative study utilized in-depth semi-structured interviews to gather data from 31 anesthesia trainees who had commenced work at a tertiary children's hospital between 4 and 6 weeks previously. Data were examined using thematic analysis. Two key themes were identified: feeling ineffective, which appeared to have both a cognitive component (feeling disoriented) and an emotional component (feeling useless), and feeling anxious or afraid. Trainees found the pediatric environment highly unfamiliar, which made them feel disoriented, inefficient, and at times incompetent. Many experienced difficulty identifying a useful role in a highly specialized area of practice, leading to loss of identity as an expert clinician. Many described an ever-present fear of making an anesthetic error or being unable to manage a rapidly evolving clinical situation. Some trainees developed a negative mindset, which was reinforced by subsequent perceived failures. Overall, these experiences impeded trainees' ability to concentrate and learn. The impact of disorientation and anxiety on anesthesia trainees as they adapt to a highly specialized clinical environment such as a children's hospital should not be underestimated. Study findings illustrate the importance of helping new trainees to feel less afraid, more useful, and more realistic in assessing their own performance during the transition period.","Howe Peter W, Kumar Koshila",Paediatric anaesthesia,2017.0,27878890,,10.1111/pan.13064,https://pubmed.ncbi.nlm.nih.gov/27878890,,True,qualitative study exploring transition experiences to identify issues affecting anesthesia trainees during onboarding,anesthesia trainees transitioning to a tertiary children's hospital,"understanding factors that impede learning and performance during transition to inform better onboarding approaches that help trainees feel less afraid, more useful, and more realistic in self-assessment",True,Not specified in the abstract,Anesthesia trainees who had commenced work at a tertiary children's hospital,"Helping new trainees to feel less afraid, more useful, and more realistic in assessing their own performance during the transition period"
Anesthesiology Resident Wellness Program at the University of Saskatchewan: concept and development.,"We describe the need for an anesthesiology resident wellness program (ARWP) and the challenges associated with its development and implementation. We also present the results of a preliminary program evaluation. We conducted a needs assessment of Canadian anesthesiology residency programs for a formal ARWP. This endeavor involved both a cross-sectional survey and a focus group of Canadian anesthesiology residency training program directors (PDs). Following the development and implementation of an ARWP at our own university, we conducted an evaluation. The quantitative data are reported using descriptive statistics. Common themes were generated from qualitative data through an iterative process. Among the 18 PDs across Canada, 10 (56%) responded to the needs assessment. The PDs identified that resident wellness was important to the delivery of their programs but that very few had a formal wellness curriculum. This informed the further development of the ARWP over two years to comprise a Modular Curriculum, a Peer Support Curriculum, Self-Directed Learning Activities, and a Department Wellness Program. Online evaluation of the ARWP was completed by 28 of 31 (90%) of our anesthesiology residents, who reported high levels of satisfaction with the ARWP, the relevance of the topics, and the applicability of skills and information to both work and daily life. Respondents identified Team Building Activities, Mentorship and Orientation, Resident Wellness Nights, and Transitions to Practice Night as the most valuable components of the ARWP. After identifying the need for a formal ARWP in Canada, we implemented one at the University of Saskatchewan. We found high levels of overall resident satisfaction with the program.","Chakravarti Anita, Raazi Mateen, O'Brien Jennifer, Balaton Breanna",Canadian journal of anaesthesia = Journal canadien d'anesthesie,2017.0,27848199,,10.1007/s12630-016-0772-1,https://pubmed.ncbi.nlm.nih.gov/27848199,,True,Anesthesiology Resident Wellness Program (ARWP) which includes Mentorship and Orientation as one of its components,Anesthesiology residents at the University of Saskatchewan,Improved resident wellness and satisfaction,True,"The ARWP includes a Modular Curriculum, a Peer Support Curriculum, Self-Directed Learning Activities, and a Department Wellness Program. Key components include Team Building Activities, Mentorship and Orientation, Resident Wellness Nights, and Transitions to Practice Night.",Anesthesiology residents at the University of Saskatchewan,"High levels of overall resident satisfaction with the program, relevance of the topics, and applicability of skills and information to both work and daily life."
[Anesthesia for medical students : A brief guide to practical anesthesia in adults with a web-based video illustration].,"In Germany, Austria and Switzerland, anesthesiologists are the second largest group of physicians in hospitals, but this does not correspond to the amount of anesthesiology teaching that medical students receive in medical schools. Accordingly, the chances of medical students recognizing anesthesiology as a promising personal professional career are smaller than in other disciplines with large teaching components. Subsequent difficulties to recruit anesthesiology residents are likely, although many reasons support anesthesiology as a professional career.Traditional strategies to teach medical students in anesthesiology in medical school consist of airway management or cardiopulmonary resuscitation attempts in manikins. Anesthesiology is a complex interaction consisting of anatomy, physiology, pharmacology, clinical evaluation, experience, knowledge, and manual skills. While some medical schools offer teaching in high fidelity simulators, clinical teaching in the operating room is often limited. When medical students opt for a clinical rotation in anesthesiology, there is a chance to demonstrate the fascinating world of anesthesiology, but this chance has to be utilized carefully by anesthesiologists, as young talents have to be discovered, supported, and challenged.We have put together a short guide for medical students for a clinical rotation in anesthesiology in adults in order to generate basic knowledge and interest in anesthesiology as well as a sense of achievement. Basic knowledge about premedication, induction, maintenance and strategies for anesthesia is discussed. Further, the most important anesthesia drugs are discussed and manual skills, such as intravenous cannulation, mask ventilation, intubation, and regional anesthesia are featured with QR-code based video illustrations on a smartphone or personal computer. We did not discuss possible local mannerism and special patient groups (e. g., children, special medical history), local guidelines, or standard operating procedures.Medical students can be inspired by anesthesiology when not simply told about the tools of the trade and strategies, but instead by gaining knowledge and clinical skills that render a sense of achievement, likely during a clinical rotation into anesthesiology. A short theoretical instruction of anesthesiology enables rapid and targeted orientation even before a clinical rotation. Whether this subsequently results in a higher recruiting chance is currently unknown.","Mathis S, Schlafer O, Abram J, Kreutziger J, Paal P, Wenzel V",Der Anaesthesist,2016.0,27787571,,10.1007/s00101-016-0231-y,https://pubmed.ncbi.nlm.nih.gov/27787571,,True,"A brief guide for medical students during clinical rotation in anesthesiology, including basic knowledge about premedication, induction, maintenance, anesthesia strategies, important drugs, and manual skills with QR-code based video illustrations",Medical students during clinical rotation in anesthesiology,"Generate basic knowledge and interest in anesthesiology, provide a sense of achievement, and potentially improve recruitment of anesthesiology residents",True,"Short guide for medical students for a clinical rotation in anesthesiology in adults to generate basic knowledge and interest in anesthesiology as well as a sense of achievement. Basic knowledge about premedication, induction, maintenance and strategies for anesthesia is discussed. Manual skills, such as intravenous cannulation, mask ventilation, intubation, and regional anesthesia are featured with QR-code based video illustrations on a smartphone or personal computer.",Medical students opting for a clinical rotation in anesthesiology,"Generate basic knowledge and interest in anesthesiology, sense of achievement, and possibly higher recruitment into anesthesiology"
A survey of residency program directors in anesthesiology regarding mentorship of residents.,"Mentorship of residents has been extensively studied within many academic specialties, but not anesthesia. The purpose of this study is to determine the prevalence of formal mentorship programs among anesthesia residency programs accredited by the Accreditation Council for Graduate Medical Education in the United States by surveying residency directors. The secondary goals of the study are to describe the programs that exist and identify areas that residency directors think should be the focus of mentoring. Our survey was designed based on previous surveys administered to residency program directors from other specialties. After determination of exempt status by our institutional review board, the survey was administered via e-mail to program directors of Accreditation Council for Graduate Medical Education-accredited anesthesiology residencies. Response rate was 34% (45/131). The sample consisted of mainly university-based programs (93%). Most (88%) had a mentorship program in place. There was little consistency between methods of forming faculty-resident mentor pairs. Most mentors (84%) and mentees (79%) did not evaluate their programs. Nearly all program directors agree that mentorship is an important tool for resident development (90.6%) and that it is important to have a mentor during training (90.6%). Program directors identified the areas of career planning, professionalism, and achieving a balance between personal, career, and family demands to be the most valuable subjects to address in a mentoring relationship. Anesthesiology is currently underrepresented in the trainee mentoring literature. There is significant support for mentorship during resident training; however, the low rates of training for faculty and minimal evaluation by residents and faculty raise the question as to the efficacy of the existing programs. There is a need for more investigation of anesthesia residents' goals and perceptions of mentorship, and a more detailed evaluation of existing mentorship programs to determine the ideal structure of a mentoring program.","Gonzalez Laura Shank, Donnelly Melanie J",Journal of clinical anesthesia,2016.0,27555175,,10.1016/j.jclinane.2016.03.004,https://pubmed.ncbi.nlm.nih.gov/27555175,,True,formal mentorship programs for anesthesiology residents,anesthesiology residents in ACGME-accredited programs,"resident development in career planning, professionalism, and work-life balance",True,"Mentorship program for residents, with methods of forming faculty-resident mentor pairs varying across programs.",Anesthesia residency programs accredited by the Accreditation Council for Graduate Medical Education in the United States.,"Improved resident development, career planning, professionalism, and achieving a balance between personal, career, and family demands."
A Randomized Double-Blinded Trial on the Effects of Ultrasound Transducer Orientation on Teaching and Learning Ultrasound-Guided Regional Anesthesia.,"Learning ultrasound-guided regional anesthesia skills, especially needle/ beam alignment, can be especially difficulty for trainees, who can often become frustrated. We hypothesized that teaching novices to orient the transducer and needle perpendicular to their shoulders will improve performance on a standardized task, compared to holding the transducer and needle parallel to the shoulders. This study compared the effects of transducer orientation on trainees' ability to complete a standardized ultrasound-guided nerve block simulation. The time to task completion and percentage of the attempt time without adequate needle visualization were measured. Participants were right-handed healthy adults with no previous ultrasound experience and were randomly assigned to training in either transducer and needle alignment in a coronal plane, parallel to the shoulders (parallel group) or transducer and needle alignment in a sagittal plane, perpendicular to the shoulders (perpendicular group). Participants used ultrasound to direct a needle to 3 targets in a standardized gelatin phantom and repeated this task 3 times. Their efforts were timed and evaluated by an assessor, who was blinded to group assignment. Data were analyzed on 28 participants. The perpendicular group was able to complete the task more quickly (P < .001) and with a smaller proportion of time lost to inadequate needle visualization (P < .001). Ultrasound-guided regional anesthesia trainees complete a standardized task more quickly and efficiently when instructed to hold the transducer and needle in an orientation perpendicular to their shoulders.","Lam Nicholas C K, Baker Elizabeth B, Fishburn Steven J, Hammer Angie R, Petersen Timothy R, Mariano Edward R",Journal of ultrasound in medicine : official journal of the American Institute of Ultrasound in Medicine,2016.0,27246662,,10.7863/ultra.15.09031,https://pubmed.ncbi.nlm.nih.gov/27246662,,True,Teaching novices to orient the ultrasound transducer and needle perpendicular to their shoulders when learning ultrasound-guided regional anesthesia,Trainees/novices in ultrasound-guided regional anesthesia,"Improved performance, faster task completion, and better needle visualization during ultrasound-guided nerve block procedures",True,Teaching novices to orient the transducer and needle perpendicular to their shoulders in ultrasound-guided regional anesthesia,Right-handed healthy adults with no previous ultrasound experience,Trainees complete a standardized task more quickly and efficiently
"A peer-designed selective in anesthesiology, critical care, and perioperative medicine for first- and second-year medical students.","The objective of this study was to design and implement a preclinical elective (termed selective) in anesthesiology, critical care, and perioperative medicine and to report survey results assessing the impact of the selective on first- and second-year medical students' understanding of basic concepts, comfort with procedural skills, and interest in the specialty. Preinvention and postintervention survey evaluation was used as the design of this study. The study was conducted at Mayo Medical School and Mayo Clinic. The participants in this study are first- and second-year medical students. A 1-week introductory anesthesiology curriculum was developed to include didactic sessions, shadowing experiences, lunch and dinner panels, mentorship and networking opportunities, and procedural workshops in airway management, ultrasound, and vascular access techniques. Preselective and postselective surveys using a 10-point scale (1, strongly disagree; 10, strongly agree) were administered 1 week before and after the selective. A total of 8 students participated in the selective, with a 100% survey response rate. Students reported significant increases for all survey questions regarding basic concepts and skills. The largest increases were reported in comfort with airway management skills, understanding of the perioperative surgical home model, and vascular access skills. All participants indicated a higher likelihood of pursuing anesthesiology as a career and attributed their increased interest in anesthesiology to the selective. This new selective was successful in giving first- and second-year medical students a comprehensive overview of anesthesiology and increasing medical student interest in the specialty. The success of this selective leads to promising belief that similar peer-designed educational experiences can be developed at other medical schools to improve education and interest in this area of medicine.","Tien Michael, Aiudi Christopher M, Sviggum Hans P, Long Timothy R",Journal of clinical anesthesia,2016.0,27185704,,10.1016/j.jclinane.2016.02.006,https://pubmed.ncbi.nlm.nih.gov/27185704,,True,"A 1-week introductory anesthesiology curriculum including didactic sessions, shadowing experiences, panels, mentorship opportunities, and procedural workshops in airway management, ultrasound, and vascular access techniques",First- and second-year medical students,"Increased understanding of basic concepts, improved comfort with procedural skills, and greater interest in anesthesiology as a specialty",True,"A 1-week introductory anesthesiology curriculum was developed to include didactic sessions, shadowing experiences, lunch and dinner panels, mentorship and networking opportunities, and procedural workshops in airway management, ultrasound, and vascular access techniques.",First- and second-year medical students,"Students reported significant increases for all survey questions regarding basic concepts and skills. The largest increases were reported in comfort with airway management skills, understanding of the perioperative surgical home model, and vascular access skills. All participants indicated a higher likelihood of pursuing anesthesiology as a career and attributed their increased interest in anesthesiology to the selective."
A qualitative study exploring mentorship in anesthesiology: perspectives from both sides of the relationship.,"Mentorship has been shown to improve career satisfaction, research productivity, and retention of academic physicians. There is a current lack of studies investigating factors that either promote or hinder effective mentoring relationships through the perspectives of both faculty and residents. The aim of this study was to ascertain these factors and subsequently to provide guidance on designing residency mentorship programs. We used a qualitative design to examine mentorship experiences at the University of Ottawa Department of Anesthesiology and conducted semi-structured interviews with 11 residents and 12 faculty in the mentorship program. Data were analyzed iteratively using a constant comparative method to identify themes resulting in positive or negative mentorship outcomes. As determined from both mentor and mentee perspectives, a successful mentorship program hinges on three key factors-i.e., the anticipated goals of a mentorship relationship, characteristics of the participants, and the structure of the program. When themes were compared between mentors and mentees, differences in their perception of the goals of the relationship and the structure of the program resulted in cases of disillusionment and negative mentorship outcomes. The concept of a mentorship network emerged as a possible solution that would meet the evolving needs of mentees as they progress through training. The network would involve each mentee acquiring multiple mentors, with each providing guidance for a mentee's diverse areas of interest. We identified three key factors that facilitate or hinder mentorship relationships and proposed solutions for designing effective mentorship programs for postgraduate training programs.","Alisic Sarika, Boet Sylvain, Sutherland Stephanie, Bould M Dylan",Canadian journal of anaesthesia = Journal canadien d'anesthesie,2016.0,27060087,,10.1007/s12630-016-0649-3,https://pubmed.ncbi.nlm.nih.gov/27060087,,True,Mentorship program with a proposed mentorship network where mentees acquire multiple mentors for guidance in diverse areas of interest,Residents and faculty in the University of Ottawa Department of Anesthesiology,"Improved career satisfaction, research productivity, and retention of academic physicians through effective mentorship relationships",True,"Designing residency mentorship programs, with the concept of a mentorship network where each mentee acquires multiple mentors, each providing guidance for a mentee's diverse areas of interest.",Residents and faculty in the mentorship program at the University of Ottawa Department of Anesthesiology,"Improved career satisfaction, research productivity, and retention of academic physicians. Successful mentorship program hinges on three key factors: the anticipated goals of a mentorship relationship, characteristics of the participants, and the structure of the program."
